Gene names	Protein IDs	Mock - 4 hr Rep 1	4 hr Rep 1	12 hr Rep 1	24 hr Rep 1	48 hr Rep 1	72 hr Rep 1	96 hr Rep 1	Mock - 96 hr Rep 1	Mock - 4 hr Rep 2	4 hr Rep 2	12 hr Rep 2	24 hr Rep 2	48 hr Rep 2	72 hr Rep 2	96 hr Rep 2	Mock - 96 hr Rep 2	Mock - 4 hr Rep 3	4 hr Rep 3	12 hr Rep 3	24 hr Rep 3	48 hr Rep 3	72 hr Rep 3	96 hr Rep 3	Mock - 96 hr Rep 3
MACROD1	Q9BQ69	-0.142318145	-0.229152379	-0.046062847	-0.145334814	-0.203833538	0.030888181	0.174057589	0.11619358	-0.131846032	-0.184789935	-0.087494094	-0.035993117	-0.069947726	-0.034290313	0.028763306	0.079272026	-0.144197324	-0.142423538	-0.031228926	-0.010780177	0.023430669	0.070696944	0.112808795	0.120631185
SIMC1	Q8NDZ2;Q8NDZ2-3;Q8NDZ2-4	0.049096211	0.127319986	2.44E-04	-0.043417846	0.146862623	0.062265345	0.074759751	0.133386715	-0.001324065	0.123794575	-0.155948987	-0.229027001	-0.051554324	0.011389849	0.093319889	0.010343729	0.002921049	0.048833268	-0.080452228	-0.192972667	-0.164493399	-0.107500321	-0.027036615	0.124489202
FAM221A	A4D161	0.173631527	0.187501398	0.012834526	-0.165754274	-0.21260165	-0.210873442	-0.279646393	0.692111666	0.239911656	0.193104377	-0.089295636	-0.321800829	-0.324768956	-0.222431726	-0.152029133	0.612879181	0.167047418	0.202007453	-0.069801452	-0.373598393	-0.767848286	-0.413896829	-0.446559202	0.627710569
SCRN1	Q12765;Q12765-2;Q12765-3	-0.290740285	-0.239041347	-0.348414315	-0.178614585	0.271448014	0.326804351	0.276346256	-0.15201425	-0.185863571	-0.208877405	-0.435554574	-0.267936154	0.154691525	0.451630926	0.521789239	-0.257205747	-0.352973685	-0.277802742	-0.497036238	-0.399145422	0.009029157	0.408068956	0.383761205	-0.260497204
NAA25	Q14CX7;Q14CX7-2	-0.056300077	-0.003571525	-0.138502642	0.020905928	0.172778272	0.114496938	-0.030816303	0.163613655	-0.021509648	-0.022824933	-0.154067897	-0.143600845	0.213025402	0.196693526	0.169560238	0.169642643	-0.075382709	-0.063308847	-0.243795252	-0.117712896	-0.09732907	-0.021899205	0.014219169	0.186053471
CDC37L1	Q7L3B6	0.053945204	-0.156339782	-0.140635757	-0.21910921	-0.356264374	-0.156925122	-0.034013602	0.040922118	0.018719191	-0.150962494	-0.026675661	0.027621116	-0.099744719	-0.226054948	-0.141382855	0.160959379	0.064636457	-0.116705186	0.024520697	0.023245227	0.016436774	0.002937449	0.044936279	0.173219843
DICER1	Q9UPY3;Q9UPY3-2;Q9UPY3-3	0.055896342	0.039530266	-0.145063858	-0.069214073	0.19160893	-0.036275205	0.043687536	0.041551613	0.139546239	0.039841522	-0.039626858	-0.211431711	-0.063284755	-0.05337969	0.09841954	0.047697994	0.12436728	0.088415833	-0.035901248	-0.015153908	-0.076610085	-0.013688054	0.055365384	0.27442868
CARS1	P49589-3;P49589	0.091695917	0.13931416	0.181865208	0.08919656	0.18814393	0.172738695	0.032093515	0.082283612	-0.03279792	0.073042937	-0.022864086	-0.190433602	0.063480807	0.026590085	0.11942476	-0.068782955	-0.058650414	0.051660988	0.0023562	-0.121334421	-0.068307576	-0.109341203	0.036448124	-0.106973961
DPF1	Q92782;Q92782-2;Q92782-3	-0.085053897	-0.201546166	-0.37490141	-0.350126541	-0.375599297	-0.008349073	0.268838081	0.212442415	-0.13601612	-0.112312851	-0.204538441	-0.282918443	-0.280512603	-0.094534863	0.156554687	0.273311579	-0.13636399	-0.112392493	-0.181324286	-0.197606272	-0.3247204	0.00891962	0.212958629	0.300460583
TMEM201	Q5SNT2;Q5SNT2-2	0.138052039	0.030188918	0.119144881	0.045797724	0.063987585	0.054986976	-0.03520763	-0.097494793	0.190444408	0.024181751	0.045517232	0.03678564	0.064538094	0.019576833	-0.064012374	-0.071079788	0.226469498	0.110861131	0.117473609	0.078916163	0.017795749	0.014230567	-0.114071925	-0.027845624
TMEM132A	Q24JP5;Q24JP5-2;Q24JP5-4;Q24JP5-3	-0.40017104	-0.275877959	-0.461778224	-0.482894251	-0.534863211	-0.20568985	-0.10142056	-0.013914871	0.093822004	-0.329167137	0.155210651	-0.389804374	0.190191771	-0.003748696	0.375787395	0.500209711	0.003894319	-0.148797016	-0.300067103	-0.452608725	-0.506054888	-0.237205292	0.279257839	0.41011205
BTBD9	Q96Q07;Q96Q07-3;Q96Q07-2	-0.257310952	-0.367281518	-0.6331517	-0.471857423	-0.402060899	-0.052526093	0.029708064	-0.132798526	-0.235186401	-0.213717778	-0.356861874	-0.27115252	-0.114738063	0.002167529	-0.028135317	0.052528225	0.092235421	0.026316311	-0.048512829	1.64E-04	-0.087670675	0.372406708	0.336737553	0.228220414
PGPEP1	Q9NXJ5;Q9NXJ5-2	-0.059499917	-0.150758481	-0.145984886	-0.245713605	-0.294884384	0.002033718	0.101947945	0.117872783	-0.062950292	-0.150143258	-0.081506365	-0.090202343	-0.111525946	-0.029190736	-0.00978443	0.200167021	-0.031436045	-0.039878106	-0.009803296	0.025500494	0.028440429	0.164704089	0.1650684	0.209799854
CRYZL1	O95825;O95825-2	0.062965371	0.144757925	0.047007876	0.139789259	0.209589678	-0.020287604	-0.133594958	9.27E-04	-0.063719939	0.180010585	-0.020404097	0.037888656	0.016015398	0.033481249	-0.1054941	-0.065760001	-0.016692758	0.069117009	-0.080699897	-0.057449636	-0.069520231	-0.052735594	-0.146649523	0.020141648
PRMT5	O14744;O14744-5;O14744-2;O14744-3;O14744-4	-0.22984777	-0.198721651	-0.380505485	-0.176661797	0.177609718	0.081389583	-0.110267339	-0.17406307	-0.312574154	-0.077414235	-0.445978022	-0.242478961	0.173747219	0.16417382	0.161929972	-0.280019132	-0.022700712	0.208656304	-0.266028999	-0.07968637	0.238116872	0.359908461	0.416610228	0.031344357
VAC14	Q08AM6;Q08AM6-2;REV__Q5W0A0-2;REV__Q5W0A0	0.038027469	0.526902854	0.476805749	-0.004747356	0.138848923	0.412293941	0.392363182	-0.005427834	0.099726932	0.220892799	0.055482058	-0.31111606	0.163808714	0.25982776	0.347668984	-0.225548414	0.564096142	0.395003219	0.213925735	-0.237936637	-0.119268073	0.550513417	0.712802476	-0.024542384
NARS2	Q96I59;Q96I59-2	-0.95175679	-0.060766896	-0.487064772	-0.31885177	0.562723102	0.36631653	0.747789954	0.663754421	-1.220339816	0.077090579	-0.89722251	-0.501569063	0.180336043	0.53915471	0.692080925	-0.093496558	-1.466186075	-0.133923204	-0.328602395	-0.419210656	0.15233191	0.172925261	0.455279846	0.249487757
SUPT5H	O00267;O00267-2	0.101476604	0.085373192	0.040052072	0.082576929	0.167623683	-0.087934527	-0.009510186	-0.034668219	-0.123971185	0.049360007	-0.043610817	-0.091508534	-0.082792538	-0.073365106	-0.130080676	-0.162672891	-0.020886673	0.025221096	-0.058511811	-0.227339307	-0.210774542	-0.200620628	-0.157720449	-0.122790166
GMIP	Q9P107;Q9P107-2	0.294685483	0.10674346	0.174378992	-0.023265413	0.080103612	0.116438963	0.048025592	-0.15028709	0.26513687	0.081506844	0.143530069	-0.238991384	-0.110808889	-0.016096701	0.104869619	-0.288512046	0.294385314	0.154523753	0.198993993	-0.165448551	-0.456473284	-0.15377062	-0.070598544	-0.297349021
MARK3	P27448;P27448-3;P27448-4;P27448-6;P27448-2;P27448-7;P27448-8	0.006345315	0.049478877	0.111595249	0.057616787	0.204037554	0.117950333	0.145257976	0.17451366	-0.01437259	-5.44E-05	0.020305858	-0.106152432	0.047552497	-0.015288828	0.190079791	-0.015386309	-0.107550895	-0.081327711	-0.092739183	-0.045700624	-0.029913849	-0.005345328	-0.014012207	-0.095656258
OCIAD2	Q56VL3;Q56VL3-2	0.123673741	0.067332121	-0.090820473	-0.035366091	-0.130012138	-0.190030594	-0.196794535	-0.065768736	0.082816752	0.02697309	-0.086085098	-0.044531862	-0.123849299	-0.191068512	-0.149148471	-0.061520724	0.188244533	0.190334938	0.1072934	0.118364321	-0.130528117	-0.109844772	-0.190322525	0.085012054
SLC38A2	Q96QD8;Q96QD8-2	0.083401828	0.08060742	0.247305164	0.264988823	0.035160489	-0.129630185	-0.226532044	-0.29471446	-0.029648741	-0.031836507	0.202977339	0.340331793	0.008940645	-0.179275166	-0.294466721	-0.315168006	0.043936505	0.010446979	0.248702364	0.282312336	0.078587267	-0.156875725	-0.228387056	-0.267692651
ZNF184	Q99676	0.04474841	0.279804239	0.14768932	0.178456577	0.252012909	-0.088410749	-0.121377484	0.170752015	0.147293846	0.120398952	0.111010731	0.039346927	0.036391334	-0.077291703	-0.22803222	0.130907889	0.023966572	0.001444478	-0.082698228	-0.100542062	-0.231551703	-0.361870978	-0.608353304	-0.008556431
PITHD1	Q9GZP4;Q9GZP4-2	0.113215095	0.22746086	0.059368603	-0.095118728	0.017627556	0.044879408	0.245455612	0.370338282	0.118344275	0.062111622	-0.086953081	-0.287557194	-0.11114231	-0.09735271	-0.023767696	0.247078071	0.046763277	0.039175731	0.022361783	-0.132349374	-0.126594726	-0.062645494	-0.043840868	0.257817259
PPP1R9B	Q96SB3	0.021087869	0.104488093	-0.176244427	-0.057892732	0.172442902	0.182458517	0.097023531	0.04693001	0.018879841	0.149814727	-0.216446269	-0.265794877	6.34E-04	0.123076881	0.154221027	-0.032638319	-0.003678091	0.003370212	-0.237674318	-0.297779754	-0.130778374	-0.054246089	-0.006520159	-0.020458029
MARK2	Q7KZI7-16;Q7KZI7-4;Q7KZI7-15;Q7KZI7-9;Q7KZI7-13;Q7KZI7-5;Q7KZI7-7;Q7KZI7-2;Q7KZI7-10	-0.082503914	-0.052780704	-0.028506998	-0.033491946	-0.126957168	-0.063408148	-0.154900145	-0.010936772	0.025601269	-0.06005157	0.114373684	0.179196022	0.037147896	-0.047748824	-0.129265314	0.068861634	0.001460612	0.031132821	0.194145424	0.229358008	0.190013386	0.044729027	-0.003135428	0.063570422
POLR2J;POLR2J2;POLR2J3	P52435;Q9GZM3;Q9H1A7;Q9GZM3-2	0.115875484	0.098564181	0.105163398	0.015764712	0.081396539	0.143554887	0.143326187	0.197359623	0.036097204	0.119512571	-0.060319802	-0.209896819	-0.059191925	0.005896137	0.155736452	0.118269862	0.008782103	0.01350899	-0.139125933	-0.255948966	-0.190077521	-0.108451053	-0.045832718	0.114959046
ENOPH1	Q9UHY7;Q9UHY7-2	0.16556641	0.231842492	0.093671924	0.051580625	0.075544576	0.144914586	0.055033584	0.317693934	0.025062803	0.148680678	-0.026344714	-0.203922166	-0.083612138	-0.003118112	0.067696984	0.188541063	-0.064539815	4.44E-04	-0.113798735	-0.226986067	-0.267535815	-0.101812939	-0.048992509	0.12950577
DIRAS1	O95057	-0.172764428	-0.201932712	-0.050834716	-0.143073692	-0.191738501	-0.06909504	-0.025417709	0.017727462	-0.074729994	-0.17162839	0.002130845	-0.003099803	-0.014603383	-0.053420786	-0.021078595	0.142187665	-0.160959348	-0.093885997	0.005874383	0.073265063	0.034845216	0.093704339	0.073348192	0.144112032
PGGT1B	P53609;P53609-2	-0.648059997	-0.726489141	-0.718834352	-0.737800868	-0.414075162	0.55427425	1.023639385	0.20881949	-0.259833651	-0.409937367	-0.462111677	-0.583622104	-0.201920511	0.50587106	0.769704078	0.411138692	-0.577601696	-0.330770045	-0.283737977	-0.402880424	-0.48879607	0.280774469	0.574600716	0.018319937
RPL10A	P62906	0.054295421	0.19783147	-0.013834441	0.128648201	0.142334407	0.036014462	0.066400182	0.040187923	0.016464232	0.134208323	0.053365142	-0.100930704	0.021932933	0.065363403	0.085861689	-0.017367237	-0.012095818	0.01577707	-0.03681882	-0.106122067	-0.050481376	-0.075039025	0.00942539	0.004063959
GTF2E2	P29084	0.015962142	0.012257185	0.215496123	-0.01233122	0.204856713	0.207396224	0.308590462	0.28477434	-0.087108495	-0.079598778	-0.10873918	-0.165764596	0.112495681	0.232668313	0.275917152	0.120597341	-0.123017837	-0.102321705	-0.103343967	-0.071186642	-0.009187211	0.066861586	0.131844988	0.094535824
ANXA4	P09525	-0.088711979	-0.072697171	0.080879716	0.087354469	-0.018534203	0.197410937	0.153555143	0.087222627	-0.037630803	-0.140246878	-0.010081847	0.034033036	0.081988854	0.051192027	0.094278838	4.50E-04	-0.177346802	-0.049150969	-0.034253372	0.029425184	0.056495365	0.136750224	-0.010945818	-0.080153656
GMPR2	Q9P2T1;Q9P2T1-2;Q9P2T1-3;P36959	0.295702316	0.351128264	0.419784428	0.315471674	0.324702496	0.134043301	-0.078849402	0.076175321	0.12223578	0.137174581	0.140521973	0.074833163	0.154440906	-0.060253423	0.017496977	-0.225753692	0.171487616	0.153409992	0.097709856	0.088127778	0.084627196	0.037930157	-0.133408793	-0.160458802
USE1	Q9NZ43;Q9NZ43-2;Q9NZ43-3	0.044356033	0.120631457	-0.081115538	-0.066529535	0.150472927	0.108082886	0.182410722	0.12393124	-4.82E-04	0.124055289	-0.187821945	-0.233552849	-0.039730198	0.05740745	0.236137765	0.081759599	0.019684326	0.015419239	-0.202147587	-0.251787529	-0.233207786	-0.104534556	0.051696169	0.046316134
ELOA	Q14241	0.072748788	0.055059482	0.402937658	0.180321215	0.117484402	-0.137411453	-0.086600315	-0.13731465	-0.073884802	0.169338942	0.193524755	-0.002443347	0.077627844	-7.50E-04	-0.032748617	-0.191393571	0.169560581	0.085462544	0.20816114	-0.097326828	-0.026193937	-0.071555571	-0.088384803	-0.127505639
DMAC2L	Q99766	-0.441009849	-0.218359111	0.01768015	0.073390967	0.321394856	0.300480672	0.104971293	-0.355544362	-0.1477604	-0.159594781	-0.080382737	-0.203199155	0.190143151	0.307702521	0.258683066	-0.43630492	-0.314405341	-0.234578704	-0.092079523	-0.223498624	0.004527438	-0.031391816	0.257630896	-0.422616777
TRAF3	Q13114;Q13114-2	-0.108375577	0.022705676	-0.064416401	-0.213583159	-0.235129439	0.009603393	0.147204217	0.141305348	-0.020000763	-0.097292529	-0.08059667	-0.087788781	-0.055463029	-0.009777576	-0.004582406	0.188237015	-0.060672194	0.03011568	0.009788544	-0.019211291	-0.012254803	0.161671706	0.079271546	0.242320093
G3BP2	Q9UN86-2	0.104311938	0.024759212	-0.046111391	-0.095986776	-0.060504557	0.020227844	-0.055180952	0.020452486	-0.003100269	0.006981047	-0.061143809	-0.123851211	-0.154371378	-0.062108607	-0.104192617	-0.153494529	0.095645306	0.093813458	-0.011908041	0.020299174	-0.105429243	-0.035208926	0.024500494	-0.006241418
TMUB1	Q9BVT8	0.079854992	0.18893236	0.053631715	-0.006392391	0.178971091	0.240156257	0.047272438	0.328049655	0.033259744	0.098756131	-0.181016155	-0.292363673	-0.058681221	0.018621267	-0.007353845	0.095822278	-0.033227275	0.029010297	-0.167197469	-0.234472535	-0.206330378	0.013173801	-0.201955903	0.152707131
TPP2	P29144	0.090470924	-0.029064266	-0.046750525	-0.149586084	-0.1773714	-0.070065793	0.02765626	0.080835148	0.077217173	-0.04915508	-0.048061759	0.042265799	-0.064861401	-0.049419396	-0.074697062	0.124905413	0.019819733	0.044286453	4.87E-04	0.031163712	-0.019588691	0.069972467	0.037369867	0.158788328
DERPC	P0CG12	0.163586386	0.244868789	0.047820472	0.05796402	0.135230265	-0.119478943	-0.253253191	0.177793568	0.175148464	0.23214607	0.030670152	-0.138785492	0.076846624	-0.151702242	-0.15624303	0.163115411	0.078530854	0.118423785	0.012469953	-0.083502395	-0.395886138	-0.303660994	-0.377116457	0.105269436
PHF2	O75151	0.0399804	-0.07281187	-0.246495723	-0.311008873	-0.416527152	-0.120247698	0.137352881	0.158393847	0.050715971	-0.006985159	-0.093899883	-0.073243756	-0.175960187	-0.036982762	0.105785638	0.334084315	0.105066811	0.072789292	-0.029768894	-0.040010988	-0.129166662	0.102567547	0.205560036	0.323407047
SENP1	Q9P0U3;Q9P0U3-2	-0.10619262	-0.135638989	-0.008529143	0.05316517	-0.101195651	0.121616265	0.001812354	-0.136850376	-0.22240963	-0.10626663	-0.07157469	0.100126831	0.04619166	0.065653292	-0.004160207	-0.193229399	0.026378504	-0.014511864	0.061502546	0.288856124	0.127050988	0.267866122	0.174546258	-0.148178304
GTPBP1	O00178	-0.050399059	-0.066807983	-0.231565947	-0.086472297	-0.170101433	-0.084665463	0.09088237	-0.023271509	-0.137780063	-0.038798223	-0.153978715	-0.003685543	-0.098367554	0.055576354	-0.020293257	0.04896538	-0.119413586	-0.117645535	-0.04990354	-0.069948394	0.038116485	0.022014489	0.169004323	0.082160133
DDB2	Q92466;Q92466-4;Q92466-5;Q92466-2;Q92466-3	1.207131821	1.039615705	0.212144256	0.236975997	-0.815521622	-1.454415623	-1.790638426	-2.176896922	1.156004137	0.720884541	0.314259445	0.233974015	-0.767493029	-1.352100861	-1.705283507	-1.972398716	1.006216556	0.428845957	0.871982295	0.827800032	-0.637499	-1.100674818	-1.489229889	-1.470435377
CD99L2	Q8TCZ2;Q8TCZ2-3;Q8TCZ2-2;Q8TCZ2-5;Q8TCZ2-6	0.208676907	0.067310884	0.278958741	0.221019985	-0.007343947	-0.089176365	-0.109109765	-0.291415951	0.131250982	0.04328451	0.256670911	0.318555617	0.077193616	-0.101748182	-0.168437257	-0.297551244	0.155899309	0.110523644	0.218197243	0.198150433	0.166731548	-7.35E-05	-0.168701269	-0.220167205
NAA30	Q147X3;Q147X3-2	-0.068436444	-0.092456235	-0.091452739	-0.069996871	0.058184943	0.099414287	0.146172103	-0.120361997	0.049955451	-0.022338063	-0.067417149	0.068138038	0.097310793	0.179969342	0.14562922	-0.109611045	0.017018096	0.031417868	-0.069364709	0.039257023	0.137568226	0.218137915	0.189488088	-0.123077716
SIN3A	Q96ST3	0.094657683	-0.441634894	0.64960783	0.245488944	-0.081056992	-0.087756191	-0.254135382	0.059403495	-0.106699284	-0.222617879	0.555302869	0.39985065	-0.163745745	-0.01905334	-0.224871558	-0.208648788	-0.218674245	-0.336120135	0.428575075	0.263821514	-0.033983126	-0.115947252	-0.129587533	-0.070184621
PHLDB1	Q86UU1-2;Q86UU1;Q86UU1-3;Q86SQ0;Q86SQ0-2;Q86SQ0-3	-0.03268863	-0.044091461	-0.050881858	-0.05214465	-0.189403292	-0.122113977	-0.026498042	-0.019952043	0.011591543	-0.103758828	0.033092651	0.073753517	-0.044489165	-0.142934917	-0.121600077	0.059513729	-0.010065029	-0.04349204	0.116083092	0.112218975	0.071119624	0.018960935	0.033883194	0.051812089
SCAF11	Q99590;Q99590-2	-0.440032167	-0.34664682	0.002786151	0.183695479	0.080633617	0.290354541	0.481643978	0.7102351	-0.47088803	-0.499854193	-0.21313174	-0.084057564	-0.11699321	0.133880235	0.435554183	0.548136767	-0.496118748	-0.566438761	-0.267903103	-0.133059885	-0.465779405	-0.022895511	0.238621396	0.495124497
KRCC1	Q9NPI7	-0.180209835	-0.165769124	-0.647811221	-0.851540301	0.052926498	0.570654354	0.310052174	-0.087782234	-0.106169829	-0.102484827	-0.776189956	-0.988718214	-0.077281886	0.528678194	0.571402334	-0.323474065	0.029075357	-0.010618995	-0.699498194	-1.046295076	-0.472947752	0.387428953	0.492807958	-0.199696071
PQBP1	O60828;O60828-5;O60828-2;O60828-4;O60828-3;O60828-10;O60828-9;O60828-8;O60828-7;O60828-6	0.543795037	0.358146338	-0.090352301	-0.516800092	-0.037681952	0.776180388	-0.069268545	-0.101456024	0.503659701	-0.056423319	-0.127944807	-0.438999908	-0.246297771	0.607335815	0.720917393	0.125255508	-0.071768557	-0.042548602	-0.688028521	-1.064912501	-0.813418017	0.136535655	0.305081592	-0.625996158
NOL3	O60936-3;O60936	0.009607118	0.065629017	0.104556866	0.218364832	0.046364286	-0.103538437	-0.102942026	0.016439666	-0.163797659	-0.029876163	-0.023868705	-0.154157516	-0.143454977	-0.133349325	-0.079069015	-0.160527436	-0.138405694	-0.233532813	-0.158576524	-0.108733688	-0.116837103	-0.282107525	-0.096402941	-0.092857496
PREPL	Q4J6C6;Q4J6C6-4;Q4J6C6-2;Q4J6C6-3	0.021615489	0.097855314	-0.00927868	0.128231151	0.230588252	-5.50E-04	-0.043513009	-0.015527029	0.081681108	0.071027393	0.040644784	-0.03809587	0.032149078	0.01430453	0.066743962	-0.074808373	-0.054486507	-0.014812579	-0.059730179	-0.042978088	-0.053590162	-0.235074669	-0.088498082	-0.063946384
MDC1	Q14676;Q14676-2;Q14676-3;Q14676-4	0.231441753	0.17961853	0.247832137	0.257742157	0.106625081	-0.120662753	-0.249258771	-0.283542739	0.1541393	0.11738598	0.224971989	0.304848709	0.19822017	-0.297893356	-0.448786607	-0.312665168	0.176006868	0.116881973	0.189101966	0.306979708	0.14869121	-0.283432135	-0.429491262	-0.33327336
YTHDF1	Q9BYJ9;Q9BYJ9-2	0.092946349	0.192242424	0.026643456	0.062738367	0.235816196	0.105594874	0.026510595	-0.017713998	0.033203743	0.112630727	-0.100271201	-0.080816115	-0.010904046	0.018366983	-0.034013379	-0.209647557	0.081677894	0.017808255	-0.150575598	-0.195187519	-0.06068425	-0.087889585	-0.038417147	-0.117537424
RAB29	O14966;O14966-2;O14966-3	0.113840669	-0.085431234	-0.09426344	-0.268327228	-0.236350855	0.178172411	0.390698604	0.163014658	0.033317019	-0.147096455	-0.210392087	-0.113960298	-0.039424728	0.129188709	0.185788139	0.186812842	-0.028610105	-0.087120166	-0.149583318	-0.117370803	-0.030352301	0.301638311	0.304790619	0.068555151
PPM1F	P49593;P49593-2	-0.256964226	-0.105350987	-0.229463541	-0.125024171	0.079666836	0.089333026	0.208579062	-0.183521806	-0.084059763	-0.006824906	-0.055599187	-0.098751164	0.050725655	0.229900757	0.425885876	-0.010127637	-0.253674458	-0.236329238	-0.412472815	-0.416976197	-0.284265289	-0.141708862	0.174290798	-0.224051183
FCF1	Q9Y324	0.079874276	0.139973961	0.093228913	-0.061941569	0.018878894	0.173361176	0.177825698	0.482433014	0.033685042	0.154478599	-0.101694345	-0.250359102	-0.196567712	0.062573132	0.146814717	0.264255788	-0.030701961	-0.035045086	-0.175337705	-0.394758213	-0.385481781	-0.034392562	-0.019933791	0.256015161
MAEA	Q7L5Y9;Q7L5Y9-2;Q7L5Y9-3;Q7L5Y9-4;Q7L5Y9-5	0.180077223	-0.203245289	0.183547218	0.126781933	0.098749746	0.205663865	-0.012891953	-0.064972836	0.104973703	-0.417436717	-0.138564844	-0.068859281	-0.239424837	0.154956017	0.44306956	-0.248889174	0.288180578	-0.043948046	-0.122877472	-0.241895797	-0.263703783	0.082616636	0.024690141	-0.400474891
DLG5	Q8TDM6;Q8TDM6-4;Q8TDM6-2;Q8TDM6-5;Q8TDM6-3	0.343806792	0.533142316	-0.124226248	0.251492505	-0.066120668	-0.269462418	-0.433675962	-0.404814401	0.448191412	0.644333027	0.151438284	0.165771312	-0.254407277	-0.147887585	-0.122795125	-0.491698541	0.213719904	0.432534946	0.042273138	-0.025772783	-0.252485634	-0.255213653	-0.299533629	-0.339910236
OS9	Q13438;Q13438-4	0.091514539	-0.022908805	0.005211443	-0.10262041	-0.071804315	-0.052042724	0.087612054	-0.012438107	0.036651751	0.015364811	0.020840166	-0.0324095	-0.020069015	-0.032256554	0.015175498	-0.037086659	0.110922564	0.109739197	0.036634107	-0.01121548	0.002133931	-0.0323094	0.018344009	-0.020711118
PLCB3	Q01970;Q01970-2	-0.029916386	0.045478402	-0.10829806	-0.154456161	0.024466605	0.176964484	0.137383861	0.071250688	-0.053403909	-0.018766908	-0.247677787	-0.131915612	0.044384302	0.101853698	0.091299159	0.005951297	0.04620297	0.133688934	0.002648989	-0.067960497	0.025329889	0.151184062	0.187606242	0.026121191
CTTNBP2NL	Q9P2B4	0.417255435	0.234054248	-0.17872137	-0.022999844	-0.218357706	-0.092290525	0.051104889	0.131243727	0.139104607	0.115245107	-0.037954338	-0.001283919	0.01380728	-0.098382588	-0.105283858	0.180623634	0.120721824	0.140745878	-6.10E-04	0.031007186	0.047140168	0.114636491	-0.031468112	0.180559598
SIRPA	P78324;P78324-4;P78324-2;Q5TFQ8;Q9P1W8;O00241;Q9P1W8-4;Q9P1W8-3;O00241-2;Q9P1W8-2	0.066223485	0.059455033	-0.054309112	-0.027099553	0.072235135	-0.048912308	-0.023552655	0.040631009	0.081669908	0.103175095	0.053181729	-0.00325814	0.005216528	-0.053078425	-0.055982426	-0.006850706	0.102166627	0.020730483	0.012522302	-0.05400431	0.025680915	-0.061150379	-0.046644553	0.002028342
SLC41A3	Q96GZ6;Q96GZ6-6;Q96GZ6-5;Q96GZ6-9;Q96GZ6-2;Q96GZ6-7;Q96GZ6-8;Q96GZ6-4;Q96GZ6-3	-0.094689345	-0.022670811	-0.028116139	-0.045506152	0.060079383	-0.063818555	-0.052508018	-0.003739414	0.083720833	0.066595188	-0.026433796	-0.07047649	0.014987135	-0.015860349	0.023452233	-0.074406287	-0.025797348	0.026808738	0.001091287	-0.025918406	-0.007071482	-0.107544977	0.013984078	0.002285422
SERINC1	Q9NRX5	0.145378092	0.012819341	0.378782977	0.462050177	-0.029251606	-0.113081107	-0.217025366	-0.190121398	0.111154844	-0.012136827	0.305479095	0.37340799	-0.146238925	-0.251593428	-0.108643324	-0.3012586	0.036236455	0.080124831	0.288291454	0.350252414	-0.264901939	-0.157647131	-0.207509577	-0.210930703
GNS	P15586;P15586-2	-0.41715881	-0.08817246	-0.187211084	0.259518959	0.546801649	0.439526786	1.024923349	0.088257856	-0.018446286	-0.134270954	-0.332471202	-0.162979774	0.191619612	0.258514913	0.103226047	-0.204055427	-0.112502639	-0.09719526	-0.360784477	0.009922167	0.034929529	0.069826923	0.184860413	-0.127907996
TEPSIN	Q96N21	-0.152212711	-0.010902656	-0.0821981	0.153136029	0.306204521	0.048787601	-0.030105556	-0.007770456	-0.114427478	-0.043482441	-0.096269548	-0.155288417	0.030164673	0.026791213	0.082037267	-0.161960739	-0.127091105	-0.139997118	-0.171033399	-0.110624036	-0.057228888	-0.179080156	-0.027490099	-0.093009009
HAPLN3	Q96S86;Q86UW8	0.303428742	0.216116105	0.890245182	0.827777938	-0.058583013	-0.092616421	-0.203848048	-0.338228261	0.123678585	0.025759561	0.759810805	0.625126994	-0.306894765	-0.245636003	-0.061558216	-0.523076448	-0.01709174	-0.018534626	0.445635228	0.33831359	-0.365741608	-0.590976059	-0.428907329	-0.636926858
APIP	Q96GX9	-0.882014311	-0.055956175	-0.658089226	-0.175522565	0.151353029	0.299155377	0.089747484	-0.070856319	0.00985464	-0.145435004	-0.241890807	-0.263772988	0.354235622	0.419717603	0.513608881	0.214500437	-0.282112	0.053010666	-0.413538577	-0.503001508	-0.235070441	0.025351021	0.224194886	-0.23526205
CASP6	P55212;P55212-2	0.086830806	0.089069372	0.239260541	-0.042883109	-0.108053297	0.109884575	0.050650978	0.122566215	0.116904041	0.035029835	0.096801696	0.105660861	0.05950781	0.152219048	1.21E-04	0.12672899	-0.020498602	-0.00912859	-0.03161706	-0.126718757	-0.046225615	-0.172775646	-0.068188764	-0.171420423
STRBP	Q96SI9;Q96SI9-2	0.088294363	0.15159433	-0.047186942	0.269233287	0.287531386	0.21638192	0.223685642	0.261945182	-0.042666517	0.038407435	0.022542307	-0.038899948	0.318442615	0.174088184	0.165919049	0.320699475	-0.094930753	-0.065905752	-0.023889985	0.015263755	0.190436446	0.053006589	0.012423016	-0.123575001
LTA4H	P09960;P09960-2	0.01722817	-0.030355024	-0.006639127	-0.121209787	-0.183750515	0.016305073	0.049254886	0.152723914	0.054002209	-0.054050961	0.017006875	0.046780822	-0.063259207	-0.019909797	-0.040963929	0.207691811	0.036541303	0.052608858	0.107359974	0.092657869	0.069547728	0.202287926	0.105991622	0.262814626
